Unnamed: 0,Unnamed: 1,us,af,cn,me,sa,la,pa,ec,eu,se,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
104.0,Goal ITOWPS TLTL new,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
105.0,ITOWPS TLTL to workers,0,0,0,0,0,0,0,0,0,0,,zero means all to workers, hundred means all to public investment,,,,,,,,,
106.0,ITOWPS GL to workers,10,10,10,10,10,10,10,10,10,10,,ten means 10 percent to workers, ninty percent to public investment,,,,,,,,,
107.0,Goal NEP GL new,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,
108.0,Goal NEP TLTL new,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,
109.0,Goal NUCP GL,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
110.0,Goal NUCP TLTL,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
111.0,Goal RMDR GL new,25,25,25,25,25,25,25,25,25,25,,,,,,,,,,,,
112.0,Goal RMDR TLTL new,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,
113.0,Goal RWTxP GL new,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
114.0,Goal RWTxP TLTL new,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
115.0,Goal SGMP GL new,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,
116.0,Goal SGMP TLTL new,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
117.0,Goal StrUP GL new,1,1,1,1,1,1,1,1,1,1,,Strengthen the unions policy (StrUP),,,,,,,,,,
118.0,Goal StrUP TLTL new,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
119.0,GITx from 2023 GL,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
120.0,GITx from 2023 TLTL,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
121.0,XtaxFrac TLTL,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,
122.0,XtaxFrac GL,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,
123.0,Goal ExPS GL,33,33,33,33,33,33,33,33,33,33,,One off Fraction of govt debt cancelled ExPS,,,,,,,,,,
124.0,Goal ExPS TLTL,0,0,0,0,0,0,0,0,0,0,,called Expand Policy Space in the book,,,,,,,,,,
125.0,Spread duration ExPS GL,2,2,2,2,2,2,2,2,2,2,,Duration over which govt debt cancellation is spread,,,,,,,,,,
126.0,Spread duration ExPS TLTL,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,
127.0,Moment ExPS GL,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,,Moment when govt debt cancellation occurs,,,,,,,,,,
128.0,Moment ExPS TLTL,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,,,,,,,,,,,,
129.0,Goal FTPEE TLTL,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
130.0,Goal FTPEE GL,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,
131.0,RGDC from 2023 GL,0,0,0,0,0,0,0,0,0,0,,Cancelling govt debt, fraction per year policy,,,,,,,,,
132.0,RGDC from 2023 TLTL,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
133.0,POGF cutoff GL new,50,50,50,50,50,50,50,50,50,50,,Policy: Protect old growth forest POGF,,,,,,,,,,
134.0,POGF cutoff TLTL new,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
135.0,POGF End year Reform,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,,,,,,,,,,,,
136.0,Feed dmd a,79.37,266.31,465.61,91.78,619.57,105.51,23.507,113.92,115.57,169.85,,,,,,,,,,,,
137.0,Feed dmd b,-151.9,-267.87,-1104.3,-1.2125,-702.71,-165.85,31.095,-168.57,-180.11,-208.09,,,,,,,,,,,,
138.0,net migration func param a,0.4133,-0.3,-0.16,0.0889,2.78,0.4073,0.4322,0.4812,1.7649,-0.3,,,,,,,,,,,,
139.0,net migration func param b,-0.6174,0.1,0.0969,-0.1085,-1.716,-1.6676,-1.1157,-1.3905,-4.8616,0.1,,,,,,,,,,,,
140.0,net migration func param c,0,0,0,0,-1.58,0,0,0,0,0,,,,,,,,,,,,
141.0,rm k,-0.053,0.13,0.13,0.0469,0.01,0.065,0.01,0.03,-0.044,0.05,,Red meat,,af,cn,me,la,ec,se,,,
142.0,rm L,33.6,20,20,15,20,35,20,20,21,20,,pa sa us eu handled by separate equations,,,,,,,,,,
143.0,rm x0,63.233,7.5,16,-2.97,1,-3.03,1,-35,49,37,,,,,,,,,,,,
144.0,rm min,20,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,
145.0,wind and PV el share k,0.128133,0.5,0.4,0.135,0.66707,0.2,0.15,0.367,0.158,0.1,,,,,,,,,,,,
146.0,wind and PV el share L,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,
147.0,wind and PV el share x0,76,10,17.5,45,7.48978,24,60,32,46,35,,,,,,,,,,,,
148.0,wm k,0.0313,0.3,0.1,0.122,0.2,0.2,0.04,0.075,0.18,0.1,,,White meat,,,,,,,,,
149.0,wm L,120,50,50,50,20,65,70,65,58,50,,,us,af,me,sa,la,pa,ec,eu,se,
150.0,wm x0,31.39,11,1,21.97,14,10,31,17,11.7,11,,,CN handled with separate function,,,,,,,,,
151.0,cereal k,0.06,0.3,0.1,0.081,0.19,0.078,0.01,0.01,0.0189,0.3,,,Cereals for people,,,,,,,,,
152.0,cereal L,220,250,199,230,290,200,250,250,250,275,,,us,af,me,sa,la,pa,ec,eu,se,
153.0,cereal x0,10,3,1,-6.46,1,1.1368,1,-50,-2.2,2,,,CN handled with separate function,,,,,,,,,
154.0,Factor net migration not officially recorded,0.1,14,-9,0,-0.1,-0.1,0.7,0,0,-2,,,,,,,,,,,,
155.0,Migration fraction 10 to 14 Cohort,0.4,0.2,0,0.2,0,0,0.2,0,0,0.2,,,,,,,,,,,,
156.0,Migration fraction 20 to 24 Cohort,0,0.2,0,0.2,0,0,0,0,0,0.2,,,,,,,,,,,,
157.0,Migration fraction 25 to 29 Cohort,0.3,0.2,0,0.2,0,0,0,0,0,0.2,,,,,,,,,,,,
158.0,Migration fraction 30 to 34 Cohort,0,0.2,0,0.2,0,0,0,0,0,0.2,,,,,,,,,,,,
159.0,mort 80 to 84 adjustment factor,0.8,1.3,1,1.2,1.8,1.4,0.6,0.7,0.8,1.8,,,,,,,,,,,,
160.0,mort 85 to 89 adjustment factor,1.1,1.7,1.8,1.5,1.3,1.4,1,1.4,1.1,1.3,,,,,,,,,,,,
161.0,mort 90 to 94 adjustment factor,1.2,2.2,1.6,2.1,1.7,1.4,1.2,1.4,1.2,1.7,,,,,,,,,,,,
